Entrez_Gene_Id,DepMap_ID
728,ACH-000743
0,ACH-000743
2195,ACH-000743
89891,ACH-000743
10319,ACH-000743
219956,ACH-000744
7157,ACH-000744
94025,ACH-000744
9817,ACH-000744
2897,ACH-000744
22865,ACH-000744
2895,ACH-000744
285596,ACH-000744
10385,ACH-000744
222584,ACH-000744
221981,ACH-000744
1129,ACH-000744
3752,ACH-000745
4893,ACH-000745
91156,ACH-000745
22982,ACH-000745
256536,ACH-000745
26579,ACH-000745
1549,ACH-000745
6789,ACH-000745
3756,ACH-000746
0,ACH-000746
343171,ACH-000746
220965,ACH-000746
7157,ACH-000746
6597,ACH-000746
57683,ACH-000746
2130,ACH-000746
55294,ACH-000746
64097,ACH-000746
6890,ACH-000746
10395,ACH-000746
1029,ACH-000746
6262,ACH-000747
26338,ACH-000747
7157,ACH-000747
92126,ACH-000747
9901,ACH-000747
56130,ACH-000747
9699,ACH-000747
1029,ACH-000747
7799,ACH-000748
4893,ACH-000748
4288,ACH-000748
23258,ACH-000748
3845,ACH-000748
7157,ACH-000748
56931,ACH-000748
338,ACH-000748
60437,ACH-000748
1501,ACH-000748
4191,ACH-000748
83481,ACH-000748
391107,ACH-000749
5728,ACH-000749
7157,ACH-000749
9378,ACH-000749
6549,ACH-000749
1993,ACH-000749
55356,ACH-000750
7143,ACH-000750
57795,ACH-000750
6000,ACH-000750
81470,ACH-000750
57512,ACH-000750
118461,ACH-000750
80201,ACH-000750
23086,ACH-000750
28234,ACH-000750
283455,ACH-000750
5042,ACH-000750
7223,ACH-000750
1143,ACH-000750
55786,ACH-000750
284312,ACH-000750
129446,ACH-000750
7273,ACH-000750
91464,ACH-000750
29072,ACH-000750
221711,ACH-000750
340286,ACH-000750
673,ACH-000750
1669,ACH-000750
22854,ACH-000751
479,ACH-000751
22821,ACH-000751
8482,ACH-000751
146167,ACH-000751
7157,ACH-000751
7157,ACH-000751
147923,ACH-000751
338,ACH-000751
54891,ACH-000751
2891,ACH-000751
3977,ACH-000751
83696,ACH-000751
84970,ACH-000752
7157,ACH-000752
84282,ACH-000752
1068,ACH-000752
147945,ACH-000752
54497,ACH-000752
11037,ACH-000752
23345,ACH-000752
7472,ACH-000752
29999,ACH-000752
64478,ACH-000752
257169,ACH-000752
92815,ACH-000753
256536,ACH-000753
7157,ACH-000753
91662,ACH-000753
23505,ACH-000753
4036,ACH-000753
257218,ACH-000753
58508,ACH-000753
158471,ACH-000753
1306,ACH-000753
1289,ACH-000753
84033,ACH-000754
283358,ACH-000754
5288,ACH-000754
160418,ACH-000754
114795,ACH-000754
145581,ACH-000754
567,ACH-000754
7369,ACH-000754
338321,ACH-000754
346007,ACH-000754
10512,ACH-000754
2146,ACH-000754
23484,ACH-000754
114788,ACH-000754
5090,ACH-000754
1289,ACH-000754
9909,ACH-000755
56776,ACH-000755
57617,ACH-000755
8622,ACH-000755
84230,ACH-000756
6262,ACH-000756
5542,ACH-000756
5925,ACH-000756
22985,ACH-000756
140691,ACH-000756
1387,ACH-000756
7157,ACH-000756
3885,ACH-000756
94025,ACH-000756
2068,ACH-000756
64419,ACH-000756
256076,ACH-000756
79966,ACH-000756
57451,ACH-000756
2045,ACH-000756
7227,ACH-000756
10439,ACH-000756
83872,ACH-000757
343171,ACH-000757
219432,ACH-000757
3845,ACH-000757
6336,ACH-000757
1499,ACH-000757
5307,ACH-000757
4325,ACH-000757
2263,ACH-000758
26290,ACH-000758
196528,ACH-000758
10810,ACH-000758
342574,ACH-000758
8288,ACH-000758
80705,ACH-000758
129684,ACH-000758
84076,ACH-000758
324,ACH-000758
577,ACH-000758
2099,ACH-000758
6482,ACH-000758
1993,ACH-000758
7099,ACH-000758
127294,ACH-000759
732,ACH-000759
6263,ACH-000759
9333,ACH-000759
51378,ACH-000759
8366,ACH-000759
10279,ACH-000759
2669,ACH-000759
5728,ACH-000760
1740,ACH-000760
256764,ACH-000760
57508,ACH-000760
80731,ACH-000760
153478,ACH-000760
10142,ACH-000760
54809,ACH-000760
3229,ACH-000761
28232,ACH-000761
7157,ACH-000761
1630,ACH-000761
4528,ACH-000761
152206,ACH-000761
387,ACH-000761
9858,ACH-000761
80308,ACH-000762
777,ACH-000762
57634,ACH-000762
7157,ACH-000762
3577,ACH-000762
26058,ACH-000762
57456,ACH-000762
2243,ACH-000762
324,ACH-000762
57540,ACH-000763
26027,ACH-000763
6708,ACH-000763
3845,ACH-000763
10795,ACH-000763
55244,ACH-000763
22859,ACH-000763
57577,ACH-000763
10954,ACH-000763
7468,ACH-000763
4131,ACH-000763
2201,ACH-000763
392138,ACH-000763
440730,ACH-000764
57558,ACH-000764
3845,ACH-000764
7157,ACH-000764
94025,ACH-000764
79935,ACH-000764
3276,ACH-000764
90485,ACH-000764
255101,ACH-000764
150160,ACH-000764
11086,ACH-000764
23288,ACH-000764
55698,ACH-000764
375567,ACH-000764
55636,ACH-000764
9312,ACH-000764
158131,ACH-000764
5788,ACH-000765
3890,ACH-000765
64430,ACH-000765
10518,ACH-000765
3658,ACH-000765
8120,ACH-000765
7157,ACH-000765
7157,ACH-000765
81890,ACH-000765
284434,ACH-000765
7273,ACH-000765
23043,ACH-000765
1767,ACH-000765
2766,ACH-000765
23469,ACH-000765
168433,ACH-000765
673,ACH-000765
137902,ACH-000765
138009,ACH-000765
1029,ACH-000765
1580,ACH-000766
779,ACH-000766
91074,ACH-000766
57689,ACH-000766
4141,ACH-000766
160728,ACH-000766
2262,ACH-000766
7442,ACH-000766
7157,ACH-000766
4804,ACH-000766
54903,ACH-000766
84034,ACH-000766
23253,ACH-000766
11096,ACH-000766
151742,ACH-000766
9508,ACH-000766
2993,ACH-000766
153745,ACH-000766
3274,ACH-000766
5406,ACH-000767
55293,ACH-000767
7157,ACH-000767
9710,ACH-000767
4294,ACH-000767
129642,ACH-000767
274,ACH-000767
116984,ACH-000767
2195,ACH-000767
3845,ACH-000768
4060,ACH-000768
4625,ACH-000768
21,ACH-000768
2975,ACH-000768
29,ACH-000768
7157,ACH-000768
171019,ACH-000768
84249,ACH-000768
577,ACH-000768
673,ACH-000768
5788,ACH-000769
160418,ACH-000769
7157,ACH-000769
11117,ACH-000769
4780,ACH-000769
776,ACH-000769
6550,ACH-000769
4301,ACH-000769
1029,ACH-000769
23064,ACH-000769
8289,ACH-000770
3752,ACH-000770
4893,ACH-000770
128372,ACH-000770
5743,ACH-000770
84033,ACH-000770
53904,ACH-000770
5728,ACH-000770
5728,ACH-000770
120,ACH-000770
117196,ACH-000770
6506,ACH-000770
220047,ACH-000770
2308,ACH-000770
5925,ACH-000770
5529,ACH-000770
343,ACH-000770
6560,ACH-000770
7157,ACH-000770
7157,ACH-000770
8288,ACH-000770
91661,ACH-000770
9392,ACH-000770
130940,ACH-000770
4133,ACH-000770
3818,ACH-000770
1008,ACH-000770
166968,ACH-000770
133482,ACH-000770
133482,ACH-000770
22881,ACH-000770
257218,ACH-000770
222950,ACH-000770
55529,ACH-000770
203238,ACH-000770
5792,ACH-000771
7157,ACH-000771
7273,ACH-000771
11122,ACH-000771
2778,ACH-000771
54039,ACH-000771
30849,ACH-000771
5356,ACH-000771
2201,ACH-000771
57211,ACH-000771
8590,ACH-000772
256144,ACH-000772
26524,ACH-000772
55068,ACH-000772
79317,ACH-000772
126204,ACH-000772
1653,ACH-000772
285313,ACH-000772
9364,ACH-000772
22902,ACH-000772
55008,ACH-000772
3475,ACH-000772
283159,ACH-000773
25839,ACH-000773
4849,ACH-000773
54497,ACH-000773
90203,ACH-000773
165721,ACH-000773
152485,ACH-000773
2890,ACH-000773
222545,ACH-000773
219285,ACH-000773
2318,ACH-000773
79776,ACH-000773
55187,ACH-000774
63923,ACH-000774
55083,ACH-000774
56243,ACH-000774
53904,ACH-000774
3845,ACH-000774
122786,ACH-000774
23742,ACH-000774
7157,ACH-000774
11122,ACH-000774
285220,ACH-000774
199974,ACH-000775
391211,ACH-000775
797,ACH-000775
586,ACH-000775
3845,ACH-000775
7157,ACH-000775
9745,ACH-000775
338,ACH-000775
129684,ACH-000775
53353,ACH-000775
5332,ACH-000775
5933,ACH-000775
2042,ACH-000775
3624,ACH-000775
29967,ACH-000775
4893,ACH-000776
7399,ACH-000776
7399,ACH-000776
374308,ACH-000776
91,ACH-000776
64772,ACH-000776
165545,ACH-000776
7273,ACH-000776
9402,ACH-000776
55573,ACH-000776
4124,ACH-000776
56923,ACH-000776
9869,ACH-000777
126638,ACH-000777
9211,ACH-000777
3265,ACH-000777
338675,ACH-000777
10131,ACH-000777
9717,ACH-000777
23019,ACH-000777
7157,ACH-000777
7157,ACH-000777
3726,ACH-000777
9745,ACH-000777
1572,ACH-000777
91752,ACH-000777
10388,ACH-000777
150160,ACH-000777
1767,ACH-000777
56100,ACH-000777
3006,ACH-000777
8367,ACH-000777
0,ACH-000777
10345,ACH-000777
157807,ACH-000777
1029,ACH-000777
5069,ACH-000777
23245,ACH-000777
1945,ACH-000778
60676,ACH-000778
225,ACH-000778
160728,ACH-000778
441669,ACH-000778
7157,ACH-000778
353355,ACH-000778
375318,ACH-000778
6406,ACH-000778
170690,ACH-000778
222950,ACH-000778
1029,ACH-000778
22982,ACH-000779
10529,ACH-000779
8085,ACH-000779
7157,ACH-000779
4619,ACH-000779
3768,ACH-000779
3773,ACH-000779
7711,ACH-000779
5178,ACH-000779
23040,ACH-000779
25943,ACH-000779
79633,ACH-000779
54905,ACH-000779
1956,ACH-000779
6878,ACH-000779
286,ACH-000779
114788,ACH-000779
2981,ACH-000780
219986,ACH-000780
595,ACH-000780
120114,ACH-000780
79780,ACH-000780
219874,ACH-000780
10599,ACH-000780
7157,ACH-000780
27151,ACH-000780
53635,ACH-000780
9437,ACH-000780
23040,ACH-000780
285175,ACH-000780
348793,ACH-000780
219681,ACH-000781
2200,ACH-000781
8128,ACH-000781
50944,ACH-000781
56910,ACH-000781
344558,ACH-000781
27177,ACH-000781
55619,ACH-000781
56102,ACH-000781
56302,ACH-000781
58508,ACH-000781
58524,ACH-000781
23185,ACH-000782
80313,ACH-000782
3784,ACH-000782
50613,ACH-000782
23312,ACH-000782
7157,ACH-000782
7157,ACH-000782
85360,ACH-000782
57624,ACH-000782
57140,ACH-000782
23132,ACH-000782
7468,ACH-000782
83478,ACH-000782
5294,ACH-000782
58508,ACH-000782
2907,ACH-000782
1029,ACH-000782
19,ACH-000782
192669,ACH-000783
5362,ACH-000783
84886,ACH-000783
6000,ACH-000783
5728,ACH-000783
338661,ACH-000783
9671,ACH-000783
23042,ACH-000783
7157,ACH-000783
8894,ACH-000783
133558,ACH-000783
8362,ACH-000783
1804,ACH-000783
8289,ACH-000784
2625,ACH-000784
84287,ACH-000784
119692,ACH-000784
55561,ACH-000784
241,ACH-000784
7157,ACH-000784
6368,ACH-000784
8529,ACH-000784
593,ACH-000784
4780,ACH-000784
11122,ACH-000784
56650,ACH-000784
683,ACH-000784
79888,ACH-000784
27445,ACH-000784
93134,ACH-000785
26154,ACH-000785
10343,ACH-000785
1007,ACH-000785
799,ACH-000785
3208,ACH-000786
55223,ACH-000786
58512,ACH-000786
79830,ACH-000786
192669,ACH-000786
6487,ACH-000786
10489,ACH-000786
388662,ACH-000786
204851,ACH-000786
3068,ACH-000786
777,ACH-000786
56956,ACH-000786
23114,ACH-000786
23114,ACH-000786
2104,ACH-000786
11221,ACH-000786
5728,ACH-000786
60495,ACH-000786
8861,ACH-000786
744,ACH-000786
57689,ACH-000786
219438,ACH-000786
79842,ACH-000786
100526737,ACH-000786
8301,ACH-000786
10873,ACH-000786
84623,ACH-000786
775,ACH-000786
4040,ACH-000786
2904,ACH-000786
2904,ACH-000786
10059,ACH-000786
3798,ACH-000786
8445,ACH-000786
55508,ACH-000786
55508,ACH-000786
171546,ACH-000786
23588,ACH-000786
4990,ACH-000786
123041,ACH-000786
7337,ACH-000786
6263,ACH-000786
567,ACH-000786
23312,ACH-000786
54778,ACH-000786
8925,ACH-000786
10021,ACH-000786
79705,ACH-000786
27324,ACH-000786
766,ACH-000786
463,ACH-000786
57555,ACH-000786
7157,ACH-000786
4763,ACH-000786
3217,ACH-000786
147409,ACH-000786
4200,ACH-000786
6925,ACH-000786
23335,ACH-000786
6317,ACH-000786
93134,ACH-000786
4784,ACH-000786
57616,ACH-000786
9476,ACH-000786
84446,ACH-000786
100526794,ACH-000786
51646,ACH-000786
51232,ACH-000786
6546,ACH-000786
9378,ACH-000786
9736,ACH-000786
23301,ACH-000786
54812,ACH-000786
150572,ACH-000786
55843,ACH-000786
3238,ACH-000786
7273,ACH-000786
7273,ACH-000786
7273,ACH-000786
4760,ACH-000786
23671,ACH-000786
56171,ACH-000786
9330,ACH-000786
23451,ACH-000786
8452,ACH-000786
4821,ACH-000786
171023,ACH-000786
23054,ACH-000786
11122,ACH-000786
2778,ACH-000786
149986,ACH-000786
8484,ACH-000786
3761,ACH-000786
3761,ACH-000786
7476,ACH-000786
8927,ACH-000786
25981,ACH-000786
55193,ACH-000786
55079,ACH-000786
23429,ACH-000786
23429,ACH-000786
23429,ACH-000786
5291,ACH-000786
344838,ACH-000786
9435,ACH-000786
7881,ACH-000786
2693,ACH-000786
1981,ACH-000786
2257,ACH-000786
84570,ACH-000786
80155,ACH-000786
2243,ACH-000786
166863,ACH-000786
7092,ACH-000786
1182,ACH-000786
7204,ACH-000786
441061,ACH-000786
1008,ACH-000786
25836,ACH-000786
7025,ACH-000786
0,ACH-000786
1657,ACH-000786
337876,ACH-000786
96459,ACH-000786
9752,ACH-000786
5521,ACH-000786
3340,ACH-000786
2870,ACH-000786
1832,ACH-000786
83741,ACH-000786
202559,ACH-000786
9096,ACH-000786
1268,ACH-000786
892,ACH-000786
55501,ACH-000786
9844,ACH-000786
3092,ACH-000786
54329,ACH-000786
93664,ACH-000786
1960,ACH-000786
665,ACH-000786
3084,ACH-000786
2260,ACH-000786
9705,ACH-000786
55636,ACH-000786
79776,ACH-000786
389677,ACH-000786
7227,ACH-000786
5789,ACH-000786
54542,ACH-000786
54542,ACH-000786
57684,ACH-000786
6262,ACH-000787
65217,ACH-000787
64897,ACH-000787
440279,ACH-000787
7157,ACH-000787
6829,ACH-000787
5178,ACH-000787
23620,ACH-000787
6654,ACH-000787
150709,ACH-000787
164592,ACH-000787
1499,ACH-000787
2829,ACH-000787
22989,ACH-000787
9844,ACH-000787
375790,ACH-000788
57795,ACH-000788
9859,ACH-000788
79339,ACH-000788
84437,ACH-000788
196403,ACH-000788
10082,ACH-000788
5604,ACH-000788
339123,ACH-000788
10664,ACH-000788
7157,ACH-000788
4084,ACH-000788
6323,ACH-000788
9262,ACH-000788
201625,ACH-000788
9223,ACH-000788
7066,ACH-000788
8626,ACH-000788
55214,ACH-000788
84448,ACH-000788
116984,ACH-000788
27123,ACH-000788
1767,ACH-000788
673,ACH-000788
6924,ACH-000789
8289,ACH-000789
159989,ACH-000789
2558,ACH-000789
79875,ACH-000789
3480,ACH-000789
7157,ACH-000789
10928,ACH-000789
53353,ACH-000789
1767,ACH-000789
27130,ACH-000789
10319,ACH-000789
460,ACH-000790
3845,ACH-000790
7157,ACH-000790
51455,ACH-000790
5834,ACH-000790
57091,ACH-000790
10721,ACH-000790
5156,ACH-000790
8467,ACH-000790
10142,ACH-000790
9355,ACH-000790
6262,ACH-000791
3845,ACH-000791
440279,ACH-000791
2184,ACH-000791
7157,ACH-000791
7157,ACH-000791
53353,ACH-000791
4345,ACH-000791
51106,ACH-000791
5506,ACH-000791
157777,ACH-000791
26038,ACH-000792
199974,ACH-000792
200162,ACH-000792
9365,ACH-000792
7157,ACH-000792
8189,ACH-000792
5290,ACH-000792
151613,ACH-000792
58503,ACH-000792
1953,ACH-000793
2625,ACH-000793
338755,ACH-000793
22917,ACH-000793
57379,ACH-000793
283383,ACH-000793
23090,ACH-000793
85445,ACH-000793
9757,ACH-000793
9675,ACH-000793
84700,ACH-000793
1608,ACH-000793
386617,ACH-000793
10842,ACH-000793
27241,ACH-000793
2913,ACH-000793
5294,ACH-000793
92949,ACH-000793
26027,ACH-000794
7450,ACH-000794
5781,ACH-000794
7157,ACH-000794
7157,ACH-000794
56269,ACH-000794
1593,ACH-000794
26051,ACH-000794
10336,ACH-000794
285429,ACH-000794
56098,ACH-000794
23386,ACH-000794
1806,ACH-000795
6814,ACH-000795
4893,ACH-000795
914,ACH-000795
149628,ACH-000795
8516,ACH-000795
3739,ACH-000795
25891,ACH-000795
472,ACH-000795
283149,ACH-000795
283316,ACH-000795
89795,ACH-000795
23026,ACH-000795
9628,ACH-000795
23168,ACH-000795
4649,ACH-000795
23524,ACH-000795
79724,ACH-000795
10664,ACH-000795
7157,ACH-000795
7157,ACH-000795
7157,ACH-000795
9757,ACH-000795
148266,ACH-000795
2077,ACH-000795
130355,ACH-000795
80731,ACH-000795
23671,ACH-000795
80309,ACH-000795
343702,ACH-000795
83737,ACH-000795
3699,ACH-000795
55764,ACH-000795
4154,ACH-000795
5337,ACH-000795
7468,ACH-000795
5470,ACH-000795
55294,ACH-000795
1501,ACH-000795
4651,ACH-000795
1462,ACH-000795
57556,ACH-000795
56142,ACH-000795
56102,ACH-000795
221264,ACH-000795
155185,ACH-000795
2086,ACH-000795
50617,ACH-000795
79776,ACH-000795
25962,ACH-000795
114788,ACH-000795
92949,ACH-000795
60676,ACH-000796
1316,ACH-000796
56288,ACH-000796
10525,ACH-000796
26290,ACH-000796
3845,ACH-000796
0,ACH-000796
151516,ACH-000796
8291,ACH-000796
150160,ACH-000796
5290,ACH-000796
133558,ACH-000796
6492,ACH-000796
54809,ACH-000796
1029,ACH-000796
448834,ACH-000797
8549,ACH-000797
284111,ACH-000797
6614,ACH-000797
23345,ACH-000797
114784,ACH-000798
3845,ACH-000798
7157,ACH-000798
5609,ACH-000798
126205,ACH-000798
5290,ACH-000798
170690,ACH-000798
133558,ACH-000798
324,ACH-000798
137835,ACH-000798
26050,ACH-000799
4626,ACH-000799
66002,ACH-000799
5178,ACH-000799
57683,ACH-000799
80341,ACH-000799
255119,ACH-000799
2895,ACH-000799
2982,ACH-000799
729,ACH-000799
56144,ACH-000799
56143,ACH-000799
2554,ACH-000799
285877,ACH-000799
79689,ACH-000799
168433,ACH-000799
673,ACH-000799
80243,ACH-000799
1993,ACH-000799
25920,ACH-000799
80834,ACH-000800
57554,ACH-000800
117195,ACH-000800
2915,ACH-000800
6857,ACH-000800
121601,ACH-000800
7157,ACH-000800
94097,ACH-000800
64682,ACH-000800
8609,ACH-000800
11073,ACH-000800
2895,ACH-000800
1767,ACH-000800
56144,ACH-000800
5698,ACH-000800
26211,ACH-000800
55636,ACH-000800
158326,ACH-000800
5125,ACH-000800
4893,ACH-000801
7143,ACH-000801
200150,ACH-000801
65217,ACH-000801
7103,ACH-000801
196385,ACH-000801
64881,ACH-000801
4857,ACH-000801
5604,ACH-000801
1825,ACH-000801
729475,ACH-000801
114805,ACH-000801
9595,ACH-000801
7273,ACH-000801
3676,ACH-000801
2139,ACH-000801
10777,ACH-000801
6769,ACH-000801
6476,ACH-000801
79633,ACH-000801
7092,ACH-000801
205860,ACH-000801
1007,ACH-000801
643226,ACH-000801
653,ACH-000801
81578,ACH-000801
273,ACH-000801
116988,ACH-000801
1029,ACH-000801
9649,ACH-000801
4893,ACH-000802
83872,ACH-000802
4666,ACH-000802
80724,ACH-000802
283455,ACH-000802
7157,ACH-000802
343702,ACH-000802
353274,ACH-000802
79772,ACH-000802
94033,ACH-000802
5727,ACH-000802
3845,ACH-000803
120892,ACH-000803
7157,ACH-000803
165829,ACH-000803
2690,ACH-000803
56126,ACH-000803
58508,ACH-000803
137872,ACH-000803
29967,ACH-000803
138474,ACH-000803
9813,ACH-000804
128371,ACH-000804
8495,ACH-000804
51400,ACH-000804
4842,ACH-000804
23143,ACH-000804
5587,ACH-000804
26040,ACH-000804
94025,ACH-000804
80067,ACH-000804
57574,ACH-000804
1591,ACH-000804
6304,ACH-000804
23043,ACH-000804
56164,ACH-000804
5172,ACH-000804
4481,ACH-000804
2131,ACH-000804
114784,ACH-000805
6512,ACH-000805
22854,ACH-000805
127002,ACH-000805
391109,ACH-000805
128372,ACH-000805
343450,ACH-000805
81282,ACH-000805
89869,ACH-000805
0,ACH-000805
0,ACH-000805
390538,ACH-000805
162333,ACH-000805
3754,ACH-000805
54497,ACH-000805
9378,ACH-000805
9881,ACH-000805
8310,ACH-000805
2690,ACH-000805
348980,ACH-000805
2201,ACH-000805
54825,ACH-000805
3134,ACH-000805
4217,ACH-000805
91584,ACH-000805
673,ACH-000805
83595,ACH-000805
5520,ACH-000805
4986,ACH-000805
81796,ACH-000805
79776,ACH-000805
91147,ACH-000805
229,ACH-000805
56893,ACH-000806
144453,ACH-000806
84439,ACH-000806
9578,ACH-000806
342538,ACH-000806
128674,ACH-000806
85441,ACH-000806
2078,ACH-000806
7086,ACH-000806
4585,ACH-000806
287,ACH-000806
26047,ACH-000806
136371,ACH-000806
119694,ACH-000807
282775,ACH-000807
26050,ACH-000807
7157,ACH-000807
57144,ACH-000807
2916,ACH-000807
27147,ACH-000807
8972,ACH-000807
5781,ACH-000808
7157,ACH-000808
3685,ACH-000808
92737,ACH-000808
51586,ACH-000808
5290,ACH-000808
3035,ACH-000808
2918,ACH-000808
1993,ACH-000808
25920,ACH-000808
3559,ACH-000809
91074,ACH-000809
347731,ACH-000809
116534,ACH-000809
10482,ACH-000809
3845,ACH-000809
23141,ACH-000809
55745,ACH-000809
79705,ACH-000809
7157,ACH-000809
259307,ACH-000809
126204,ACH-000809
57683,ACH-000809
255101,ACH-000809
2195,ACH-000809
4142,ACH-000809
64816,ACH-000809
5172,ACH-000809
1289,ACH-000809
4893,ACH-000810
83872,ACH-000810
56776,ACH-000810
5787,ACH-000810
8383,ACH-000810
7157,ACH-000810
126204,ACH-000810
7273,ACH-000810
7273,ACH-000810
1826,ACH-000810
54084,ACH-000810
285521,ACH-000810
735,ACH-000810
730,ACH-000810
324,ACH-000810
56128,ACH-000810
340075,ACH-000810
10690,ACH-000810
91584,ACH-000810
286183,ACH-000810
93035,ACH-000810
1029,ACH-000810
27159,ACH-000811
120114,ACH-000811
51535,ACH-000811
7157,ACH-000811
3884,ACH-000811
162282,ACH-000811
150962,ACH-000811
926,ACH-000811
25972,ACH-000811
5290,ACH-000811
53371,ACH-000811
55294,ACH-000811
324,ACH-000811
84792,ACH-000811
58499,ACH-000811
60676,ACH-000812
339479,ACH-000812
51196,ACH-000812
203859,ACH-000812
79731,ACH-000812
283149,ACH-000812
219869,ACH-000812
775,ACH-000812
5204,ACH-000812
23742,ACH-000812
64799,ACH-000812
7157,ACH-000812
1630,ACH-000812
51046,ACH-000812
10666,ACH-000812
94025,ACH-000812
1087,ACH-000812
11027,ACH-000812
147945,ACH-000812
51626,ACH-000812
9938,ACH-000812
80731,ACH-000812
7273,ACH-000812
11122,ACH-000812
5266,ACH-000812
3753,ACH-000812
1499,ACH-000812
79310,ACH-000812
50939,ACH-000812
165631,ACH-000812
55751,ACH-000812
133482,ACH-000812
1303,ACH-000812
9723,ACH-000812
5649,ACH-000812
29999,ACH-000812
673,ACH-000812
50484,ACH-000812
1029,ACH-000812
25893,ACH-000813
26579,ACH-000813
10873,ACH-000813
3845,ACH-000813
7157,ACH-000813
6794,ACH-000813
2274,ACH-000813
57486,ACH-000813
9312,ACH-000813
5789,ACH-000813
83416,ACH-000814
23418,ACH-000814
9152,ACH-000814
63982,ACH-000814
219428,ACH-000814
219869,ACH-000814
283310,ACH-000814
26534,ACH-000814
283694,ACH-000814
567,ACH-000814
1066,ACH-000814
54221,ACH-000814
7273,ACH-000814
9125,ACH-000814
11122,ACH-000814
5067,ACH-000814
79925,ACH-000814
10690,ACH-000814
387357,ACH-000814
83887,ACH-000814
54468,ACH-000814
64759,ACH-000814
673,ACH-000814
5339,ACH-000814
1029,ACH-000814
10880,ACH-000814
83873,ACH-000815
127385,ACH-000815
10223,ACH-000815
387332,ACH-000815
2072,ACH-000815
123876,ACH-000815
79190,ACH-000815
4650,ACH-000815
4849,ACH-000815
79633,ACH-000815
8974,ACH-000815
1297,ACH-000815
222950,ACH-000815
27130,ACH-000815
472,ACH-000816
7157,ACH-000816
5627,ACH-000816
2028,ACH-000816
8974,ACH-000816
1364,ACH-000816
1993,ACH-000816
27130,ACH-000816
9659,ACH-000817
219965,ACH-000817
3845,ACH-000817
51458,ACH-000817
7157,ACH-000817
8639,ACH-000817
124808,ACH-000817
1795,ACH-000817
407738,ACH-000817
340069,ACH-000817
815,ACH-000817
353345,ACH-000817
340286,ACH-000817
10863,ACH-000817
439996,ACH-000818
7157,ACH-000818
56155,ACH-000818
23765,ACH-000818
5290,ACH-000818
84076,ACH-000818
56139,ACH-000818
4173,ACH-000818
79813,ACH-000818
94160,ACH-000819
7157,ACH-000819
5291,ACH-000819
114784,ACH-000820
3845,ACH-000820
64779,ACH-000820
7157,ACH-000820
10350,ACH-000820
9334,ACH-000820
11083,ACH-000820
57168,ACH-000820
23024,ACH-000820
6476,ACH-000820
5290,ACH-000820
167127,ACH-000820
133482,ACH-000820
6239,ACH-000820
5796,ACH-000820
4018,ACH-000820
3984,ACH-000820
55140,ACH-000820
168975,ACH-000820
79717,ACH-000821
22897,ACH-000821
85406,ACH-000821
7157,ACH-000821
2677,ACH-000821
5734,ACH-000821
57699,ACH-000821
91584,ACH-000821
138046,ACH-000821
343069,ACH-000822
51592,ACH-000822
3290,ACH-000822
2074,ACH-000822
94025,ACH-000822
94025,ACH-000822
7179,ACH-000822
286676,ACH-000822
4886,ACH-000822
57472,ACH-000822
222698,ACH-000822
673,ACH-000822
374308,ACH-000823
256536,ACH-000823
3508,ACH-000823
143570,ACH-000823
51559,ACH-000823
22953,ACH-000823
338872,ACH-000823
23247,ACH-000823
23199,ACH-000823
7157,ACH-000823
10347,ACH-000823
57572,ACH-000823
8529,ACH-000823
4294,ACH-000823
54497,ACH-000823
7273,ACH-000823
7273,ACH-000823
375316,ACH-000823
10343,ACH-000823
3059,ACH-000823
56140,ACH-000823
3482,ACH-000823
93408,ACH-000823
3757,ACH-000823
64478,ACH-000823
137970,ACH-000823
9699,ACH-000823
6041,ACH-000824
64072,ACH-000824
10718,ACH-000824
53349,ACH-000824
57722,ACH-000824
7752,ACH-000824
162514,ACH-000824
7157,ACH-000824
55125,ACH-000824
11045,ACH-000824
80110,ACH-000824
58484,ACH-000824
7549,ACH-000824
5290,ACH-000824
79572,ACH-000824
134121,ACH-000824
730,ACH-000824
23452,ACH-000824
245802,ACH-000825
7157,ACH-000825
6654,ACH-000825
5921,ACH-000825
63940,ACH-000825
9844,ACH-000825
126820,ACH-000826
65217,ACH-000826
65217,ACH-000826
4625,ACH-000826
79705,ACH-000826
7157,ACH-000826
7273,ACH-000826
56145,ACH-000826
2990,ACH-000826
10371,ACH-000826
673,ACH-000826
1029,ACH-000826
23418,ACH-000827
114548,ACH-000827
26188,ACH-000827
81328,ACH-000827
283159,ACH-000827
4908,ACH-000827
29953,ACH-000827
8100,ACH-000827
65057,ACH-000827
54768,ACH-000827
1770,ACH-000827
162282,ACH-000827
162333,ACH-000827
115701,ACH-000827
126402,ACH-000827
56171,ACH-000827
5332,ACH-000827
2618,ACH-000827
104,ACH-000827
11148,ACH-000827
57110,ACH-000827
57482,ACH-000827
253017,ACH-000827
729,ACH-000827
54825,ACH-000827
26529,ACH-000827
222584,ACH-000827
3062,ACH-000827
221823,ACH-000827
673,ACH-000827
494551,ACH-000827
27299,ACH-000827
8756,ACH-000827
25897,ACH-000827
114784,ACH-000828
114548,ACH-000828
79949,ACH-000828
10526,ACH-000828
548596,ACH-000828
84264,ACH-000828
10127,ACH-000828
4313,ACH-000828
999,ACH-000828
9703,ACH-000828
6662,ACH-000828
8715,ACH-000828
65095,ACH-000828
162979,ACH-000828
